Lex_Function	Keyword	Value
Pred	reconnaissant	_savoir gré_
LiquFunc0	record	battre 
Caus1Func0	record	établir 
Oper1	record	detenir 
Oper1	record	tenir 
S1	record	détenteur 
Magn	recourir	largement
Oper1	recours	avoir 
Oper1	rectificatif	apporter 
QSyn	recueil	florilège
Oper1	recul	accuser 
Oper1	recul	être 
Magn	redevable	grandement
Func2	redevances	être dues 
Magn	redondance
	haute
Magn	réduction	drastique
Oper1	réduction	opérer 
Oper1	référence	faire 
Oper1	référendum	tenir 
Magn	réfléchir	intensément
Magn	réfléchir	profondément
Magn	refléter	fidèlement
Magn	réforme	vaste
Magn	réforme	profonde
Syn	réfrigérateur	frigo
Syn	réfrigérateur	frigidaire
Oper1	refuge	trouver 
V0	refuge	se refugier
Oper1	réfuge	trouver 
Magn	refus	catégorique
Oper1	refus	opposer 
Magn	refuser	carré
Magn	refuser	catégoriquement
Magn	refuser	énergiquement
Magn	refuser	net
AntiMagn	regard	vague
IncepOper1	regard	porter 
IncepOper1	regard	poser 
Labor12	regard	embrasser 
Labor12	regard	envelopper 
Labor12	regard	suivre 
Magn	regard	appuyé
Magn	regard	d’aigle
Magn	regard	perçant
Magn	regard	scrutateur
Oper1	regard	fixer 
Oper1	regard	couler 
V0	regard	regarder
AntiMagn	regarder	_du coin de l’œil_
Magn	regarder	dévisager
Magn	regarder	fixer
Magn	regarder	scruter
Magn	regarder	droit dans les yeux
Magn	regarder	fixement
Magn	regarder	intensément
Sing	regarder	_jeter un coup d’œil_ 
Sing	regarder	_jeter un œil_ 
Syn	regarder	mater
Magn	régime	sévère
Real1	régime	faire 
Real1	régime	suivre 
Func2	règle	consiste 
Magn	règle	stricte
Real3	règle	observer 
Real3	règle	respecter 
Func2	règlement	stipule 
Real3	règlement	obéir 
Real3	règlement	respecter 
Real3	règlement	se conformer 
Real3	règlement	se soumettre 
Magn	regret	profond
Magn	regret	vif
Oper1	regret	avoir 
Real1	regret	dire 
Real1	regret	exprimer 
Magn	regretter	amèrement
Magn	regretter	profondement
Magn	regretter	sincèrement
QSyn	regretter	se mordre les doigts
S0	regretter	regret
Magn	rejeter	jeter aux orties
Magn	rejeter	carrément
Magn	rejeter	complètement
Magn	rejeter	d’emblée
Magn	réjouir	vivement
Caus1Func0	relation	nouer 
CausOper1	relation	mettre 
Oper1	relation	se trouver [...] avec [...]
Caus1Func0	relations	établir 
ContOper1	relations	entretenir 
ContOper1	relations	maintenir 
ContOper1	relations	rester 
Magn	relations	étroites
Magn	relations	suivies
Magn	relent	lourd
Oper1	relève	assurer 
Oper1	relève	prendre 
Sloc	religion	temple
Caus1Oper1	religion	embrasser 
S1	religion	croyant
S2	religion	Dieu
Sinstr	religion	rituel religieux
AntiMagn	remarque	sommaire
AntiMagn	remarque	superficielle
Magn	remarque	judicieuse
Magn	remarque	pénétrante
Magn	remarque	pertinente
Oper1	remarque	faire 
Oper1	remarque	passer 
Magn	remède	irrésistible
Magn	remède	actif
Magn	remède	de cheval
Magn	remède	énergique
Magn	remède	important
Magn	remède	souverain
Real1	remède	administrer 
Ver	remède	effectif
Ver	remède	efficace
Ver	remède	infaillible
Oper1	remède	porter 
QSyn	remédier	pallier
Func2	remerciements	vont 
Magn	remerciements	chaleureux
Magn	remerciements	cordiaux
Magn	remerciements	vifs
Oper1	remerciements	adresser 
Oper1	remerciements	faire 
Oper1	remerciements	faire 
Oper1	remerciements	présenter 
Oper2	remerciements	recévoir 
V0	remerciements	remercier 
AntiMagn	remercier	froidement
Magn	remercier	beaucoup
Magn	remercier	chaleureusement
Magn	remercier	cordialement
Magn	remercier	de tout [...] cœur
Magn	remercier	du fond du cœur
Magn	remercier	énormément
Magn	remercier	infiniment
Magn	remercier	profondément
Magn	remercier	sincèrement
Magn	remercier	vivement
S0	remercier	remerciment
Oper1	remontrance	faire 
Magn	remords	cuisants
Magn	remords	horribles
Oper1	remords	se donner 
CausFunc0	remous	causer 
CausFunc0	remous	faire 
Func0	remous	agiter 
A1	remplacement	_de fortune_
Adv1	remplacement	_au lieu de_
Oper1	remplacement	venir 
S1	remplacement	_moyen de bord_
S0	remplacer	remplacement
Magn	remplir	à ras bord
Magn	remporter	la main haute
AntiBon	remuer	trifouiller
Oper1	rencontre	faire 
Oper1	rencontre	tenir 
QSyn	rencontrer	tomber (à l’improviste) 
QSyn	rencontrer, se	tomber nez à nez 
Adv1	rendez-vous	sur 
AntiReal1	rendez-vous	poser un lapin
AntiReal1	rendez-vous	manquer 
Oper1	rendez-vous	avoir 
Real1	rendez-vous	aller 
Real1	rendez-vous	respecter 
Syn	rendez-vous	rancard
QSyn	rendre	jeter l’éponge
S0	renifler	reniflement

A1	renom	de 
Oper1	renseignements	fournir 
Oper2	renseignements	obtenir 
V0	renseignements	renseigner
Syn	renvoyer	_des têtes tombent_
Magn	répandre, se	comme une traînée de poudre
Magn	répandu	largement
Syn	réparer	remettre en état
AntiMagn	repas	maigre
CausFunc1	repas	servir 
Magn	repas	copieux
Magn	repas	gargantuesque
Oper1	repas	faire 
Oper1	répercussion	avoir 
CausFunc0	répertoire	dresser 
Magn	répéter	100 fois
Oper1	répit	ofrir 
IncepOper1	repli	entamer 
Magn	répliquer	fermement
Magn	répliquer	vivement
Adv1	réponse	en 
Bon	réponse	bien tapée
Oper1	réponse	apporter 
Oper1	réponse	donner 
Oper2	réponse	avoir 
Oper2	réponse	recevoir 
Magn	reporter	aux calendes grecques
QSyn	reporter	décaler
Oper1	repos	prendre 
Magn	reprendre	de plus belle
Adv1	représailles	en 
Func2	représailles	frappent 
Oper1	représailles	user 
AntiMagn	représentation	faible
Magn	représentation	forte
Oper1	représentation	avoir 
IncepOper1	répression	lancer 
LiquFunc0	répression	arrêter 
Magn	répression	féroce
Magn	répression	sanglante
Magn	répression	sans pitié
Oper1	répression	mener 
Magn	réprimander	sévèrement
Magn	réprimander	vertement
S0	réprimander	réprimande
Syn	réprimander	_dire deux mots_ 
Syn	réprimander	_faire sonner les cloches_ 
Syn	réprimander	_laver la tête_ 
Syn	réprimander	_passer un savon_ 
Syn	réprimander	_remonter les bretelles_ 
Syn	réprimander	_tirer les oreilles_ 
Syn	réprimander	enguirlander
Syn	réprimander	tancer
Magn	reprimer	dans le sang
Magn	reprimer	brutalement
Magn	reprimer	durement
Magn	reprimer	sévèrement
S0	reprimer	repression
AntiVer	reproche	injuste
AntiVer	reproche	injustifié
Magn	reproche	grand
Magn	reproche	gros
Magn	reproche	important
Oper1	reproche	adresser 
Oper1	reproche	faire 
Ver	reproche	fondé
Magn	reprocher	amèrement
Magn	reprocher	gravement
Oper2	reproches	essuyer 
Magn	reproches	véhéments
Bon	réputation	bonne
Bon	réputation	enviable
Bon	réputation	solide
Caus1Oper1	réputation	s’attirer 
Oper1	réputation	jouir 
Real1	réputation	défendre 
Oper1	requête	adresser 
Oper1	requête	présenter 
Oper2	requête	être saisi 
Anti	réquisitoire	dythirambe
Magn	réquisitoire	foudroyant
Magn	réquisitoire	sévère
Oper1	réquisitoire	dresser 
LiquFunc0	réseau	demanteler 
Adv1	réserve	sous 
Caus1Oper1	réserve	sortir 
Labor12	réserve	avoir 
Oper1	réserve	émettre 
Magn	réservoir	vaste
IncepOper1	résidence	prendre 
QSyn	résigner, se
	jeter le manche après la cognée
Magn	résistance	extrême
Magn	résistance	acharnée
Magn	résistance	farouche
Magn	résistance	forte
Magn	résistance	opiniâtre
Magn	résistance	persistante
Oper1	résistance	opposer 
Oper2	résistance	rencontrer 
Oper2	résistance	se heurter 
Magn	résolu	fermement
Magn	résolu	fortement
Magn	résolution	inflexible

Magn	résolution	énergique
Magn	résolution	ferme

Magn	résolution	impassible

Magn	résolution	imperturbable

Magn	résolution	inébranlable

Oper1	résolution	prendre 
Real1	résolution	adopter 
Real1	résolution	passer 
S0	résoudre	solution
FinOper1	respect	perdre 
Magn	respect	grand
Magn	respect	profond
Oper1	respect	avoir 
Oper1	respect	cultiver 
Oper1	respect	éprouver 
Oper1	respect	porter 
Oper1	respect	vouer 
Magn	respecter	révérer
Magn	respecter	fidèlement
Magn	respiration	grande
Magn	respiration	profonde
Oper1	respiration	prendre 
AntiBon	respirer	difficilement
Magn	respirer	à pleins poumons
Magn	respirer	profondément
Real1	responsabilité	assumer 
AntiReal1	responsabilité	décliner 
Magn	responsabilité	pleine
AntiReal1	responsabilité	abdiquer 
AntiReal1	responsabilité	esquiver 
AntiReal1	responsabilité	nier 
CausFunc1	responsabilité	placer 
CausOper1	responsabilité	_mettre en face_ 
Func1	responsabilité	incombe 
Magn	responsabilité	lourde
Oper1	responsabilité	avoir 
Oper1	responsabilité	porter 
Real1	responsabilité	endosser 
Real1	responsabilité	exercer 
Real1	responsabilité	prendre 
Func1	responsabilité	incombe 
Magn	responsabilité	lourde
Magn	responsabilité	lourde
QSyn	responsabilité	faute
Magn	responsable	haut
Magn	ressemblance	énorme
Magn	ressemblance	frappante
Magn	ressemblance	absolue
Magn	ressemblance	exacte
Magn	ressemblance	fidèle
Magn	ressemblance	indéniable
Magn	ressemblance	marquée 
Oper1	ressemblance	montrer 
Magn	ressembler	_à s’en méprendre_
Magn	ressembler	_comme deux gouttes d’eau_
Magn	ressembler	furieusement

Oper2	ressources	tirer 
Oper1	reste	être 
Magn	restriction	sévère
Oper1	restriction	imposer 
AntiBon	résultat	piteux
Bon	résultat	encourageant
Bon	résultat	heureux
Bon	résultat	probant
IncepOper1	résultat	aboutir 
IncepOper1	résultat	atteindre 
Oper2	résultat	obtenir 
Ver	résultat	escompté
Adv1	résumé	en 
Caus1Func0	résumé	faire 
Adv1	résumer	en résumé
Magn	rétablissement	complet
Magn	rétablissement	promt
Magn	rétamé	jusqu'aux os
Oper1	retape	faire 
A1	retard	à la bourre 
A1	retard	en 
AntiMagn	retard	petit
CausOper1	retard	mettre 
IncepOper1	retard	prendre 
Magn	retard	grand
Magn	retard	gros
Real1	retard	ratrapper 
Magn	retentissement	énorme
Oper1	retentissement	avoir 
Magn	retors	comme pas deux
Bon	retour	bon
Oper1	retour	faire 
Oper1	retour	opérer 
S0	retourner	retour
A1	retraite	à 
A1	retraite	en 
Bon	retraite	dorée
IncepOper1	retraite	partir 
IncepOper1	retraite	prendre 
Oper1	retraite	battre 
Syn	retraite	repli
Magn	retrécir	comme peau de chagrin
Func0	réunion	se tient
QSyn	réunir, se	renconter, se
QSyn	réunir, se	retrouver, se
Magn	réussir	_faire des étincelles_
Magn	réussir	_faire florès_
Magn	réussir	_haut la main_ 
Magn	réussir	_les doigts dans le nez_ 
Magn	réussir	_les mains dans les poches_ 
Magn	réussir	brillament
Magn	réussite	formidable
Magn	réussite	grande
Magn	révanche	éclatante
Oper1	révanche	prendre 
AntiBon	rêve	pénible
AntiVer	rêve	chimérique
Fact0	rêve	devient réalité
Oper1	rêve	avoir 
Oper1	rêve	faire 
Oper1	rêve	faire 
Real1	rêve	exaucer 
Real1	rêve	réaliser 
Oper1	révélation	faire 
Real2	revendication	satisfaire 
AntiBon	revenir	_comme une mauvaise grippe_
Syn	revenir	rappliquer
AntiMagn	revenu	faible
AntiMagn	revenu	maigre
Oper1	revenu	tirer 
Magn	révérence	profonde
Oper1	révérence	faire 
Oper1	revers	infliger 
Oper2	revers	encaisser 
Oper2	revers	subir 
Syn	revigorer	ravigoter

Syn	revigorer	requinquer, retape

Syn	revigorer	retaper

Syn	revigorer	ragaillardir

Syn	revigorer	remonter

Func0	revirement	s’effectue
Func0	revirement	se produit
Magn	révolte	grande
QSyn	révolte	insurrection
QSyn	révolter, se	rébiffer, se
S0	révolter, se	révolte
Labreal12	revolver	révolvériser 
Real1	revolver	tirer 
Labor12	revue	passer 
QSyn	revue	_tour d’horizon_
V0	revue	revoir
A1	rhume	enrhumé
ContOper1	rhume	traîner 
IncepOper1	rhume	s'enrhumer
IncepOper1	rhume	attraper 
IncepOper1	rhume	choper 
IncepOper1	rhume	ramasser 
Oper1	rhume	avoir 
Syn	rhume	froid
Magn	riche	_à crever_
Magn	riche	_comme Crésus_
Magn	riche	immensément
Syn	riche	rupin
A1	ride	creusé 
A1	ride	silloné 
AntiReal1	rideau	lever 
Real1	rideau	baisser 
AntiReal1	rideaux	lever 
AntiReal1	rideaux	ouvrir 
QSyn	rideaux	tenture
Real1	rideaux	fermer 
Real1	rideaux	tirer 
Magn	ridicule	d’un grand comique
QSyn	ridicule	cucul
Magn	rien	_nib de nib_

Magn	rien	nib

Magn	rien	tintin
Magn	rien	_du tout_

QSyn	rigide	_collet monté_
Magn	rigoler	_de toutes [...] dents_
Magn	rigueur	inégalée
Magn	riposte	foudroyante
Magn	riposte	sévère
V0	riposte	riposter
Magn	rire	à gorge déployée
Son	rire	Ah ah ah !
Son	rire	Ehehé !
AntiMagn	rire	discret
CausFunc0	rire	provoquer 
Magn	rire	fou
Magn	rire	grand
Magn	rire	gros
Magn	rire	homérique
Magn	rire	_à se fendre la gueule_
Magn	rire	_à se fendre les côtes_
Magn	rire	à en pleurer
Magn	rire	à se fendre la pipe
Magn	rire	à se rouler par terre
Magn	rire	à tue-tête
Magn	rire	aux éclats
Magn	rire	aux larmes
Magn	rire	comme un bossu
Magn	rire	comme une baleine
Magn	rire	sans retenue
QSyn	rire	glousser
QSyn	rire	se fendre la gueule
QSyn	rire	se fendre la pêche
QSyn	rire	se fendre la pipe
QSyn	rire	se fendre la poire
S2	rire	risée
Son	rire	Arf !
Son	rire	Ha ha !
Son	rire	Hé hé !
Son	rire	Hi hi !
Son	rire	Ho ho !
Son	rire	Ohoho !
A1	risque	au 
AntiMagn	risque	faible
AntiVer	risque	inacceptable
Magn	risque	fort
Magn	risque	grand
Magn	risque	grave
Magn	risque	haut
Magn	risque	majeur
Oper1	risque	comporter 
Oper2	risque	_faire face_ 
Oper2	risque	courir 
Ver	risque	inévitable
Magn	risquer	fort
Real1	rite	accomplir 
Real1	rituel	observer 
Real1	rituel	suivre 
Adv1	rivaliser	à l’envi
Adv1	rivaliser	à qui mieux-mieux
S0	rivaliser	rivalité
S1	rivaliser	rival
A0	rivière	fluvial
Fact0	rivière	cours
QSyn	rixe	bagarre
QSyn	rixe	échauffourée
Real1	robinet	fermer 
CausOper1	rogne	mettre 
IncepOper1	rogne	piquer 
IncepOper1	rogne	se foutre 
IncepOper1	rogne	se mettre 
Oper1	rogne	être 
A1	rôle	investi 
AntiMagn	rôle	marginal
AntiMagn	rôle	second
IncepOper1	rôle	assumer 
Magn	rôle	clé
Magn	rôle	crucial
Magn	rôle	du premièr plan
Magn	rôle	prépondérant
Magn	rôle	prépondérant
Magn	rôle	grand
Magn	rôle	important
Magn	rôle	majeur
Oper1	rôle	jouer 
Real1	rôle	jouer 
Locin	Rome	dans 
Magn	rompre	nettement
S0	rompre	rupture
Magn	rond	comme une queue de pelle
Syn	rond	soûl
Syn	rond	dodu
Syn	rond	rebondi
Magn	ronfler	comme un sonneur

Magn	ronfler	comme une locomotive

Magn	rouge	_comme une écrevisse_
Magn	rouge	comme une pivoine
Magn	rouge	comme une tomate
Magn	rouge	comme une tomate
Magn	rougir	jusqu'à la racine des cheveux
Magn	rougir 	jusqu'aux oreilles
AntiMagn	rouler	au pas
A0	route	routier
AntiBon	route	défoncée
Func1	route	mène 
Func1	route	relie 
IncepReal1	route	s’engager 
Real1	route	être 
IncepOper1	routine	tomber 
QSyn	ruban	bolduc 
QSyn	ruban	faveur 
Syn	rudiments	A.B.C.
Syn	rudiments	B.A.-BA
AntiMagn	rue	venelle
AntiMagn	rue	ruelle
Locin	rue	dans 
Caus1Oper1	ruine	entraîner 
CausOper1	ruine	mener 
IncepOper1	ruine	tomber 
V0	ruine	ruiner 
Son	ruisseau	chanter
Son	ruisseau	gazouiller
Son	ruisseau	murmurer
Caus1Func0	rumeur	colporter 
Caus1Func0	rumeur	répandre 
Func2	rumeur	bruissent 
Func2	rumeur	circule 
Func2	rumeur	court 
Func2	rumeur	se propage 
Func2	rumeur	se répand 
Func2	rumeur	traverse 
LiquFunc0	rumeur	dissiper 
Magn	rumeur	forte
Magn	rumeur	persistante
Oper1	rumeur	bruisser 
Syn	rumeur	bruit
Magn	rusé	comme un renard
Syn	rusé	chafouin
Syn	rusé	futé
Syn	rusé	retors
AntiBon	Russe	Popov
Syn	rustre	butor
Syn	rustre	pignouf
Syn	rustre	manant
Syn	rustre	goujat
Syn	rustre	malotru
Syn	rustre	muffle
Adv1	rythme	à 
AntiBon	rythme	haché
AntiBon	rythme	saccadé
Bon	rythme	fluide
Oper1	S.O.S.	envoyer 
Oper1	S.O.S.	lancer 
Magn	s’amuser	ferme
Magn	s’amuser	follement
Magn	s’amuser	princièrement
Magn	s’amuser	royalement
Magn	s’approcher	à grands pas
Magn	s’approcher	à pas de géant
Syn	s’efforcer	se décarcasser
Magn	s’embêter	à cent sous (de) l’heure
Magn	s’embêter	comme un rat mort
Magn	s’embêter	royalement
Syn	s’embêter	s’ennuyer
Magn	s’en ficher	_comme d’une guigne_
QSyn	s’en ficher	_Je m’assieds/assois dessus !_
Syn	s’en ficher	_n’en avoir cure_
Syn	s’en ficher	_s’en foutre_
QSyn	s’en foutre	˹s’asseoir dessus˺
QSyn	s’enfuire	se la faire belle
Magn	s’ennuyer	à périr
Magn	s’ennuyer	comme un rat mort
Syn	s’ennuyer	s’embêter

Magn	s’entendre	être comme les doigts de la main
Magn	s’entendre	comme larrons en foire
Magn	s’entendre	bien
Magn	s’étendre	à perte de vue
Anti	s’évanouir	revenir 
Syn	s’évanouir	pâmer

S0	s’expliquer	explication
Magn	s’opposer	farouchement
Magn	s’opposer	catégoriquement
Magn	s’opposer	décidemment
Son	sable	crisser
Son	sabot	claquent
Oper1	sacrifice	faire 
Magn	sage	_comme une image_
QSyn	sage	éclairé
Magn	saigner	abondamment
Sing	salade	pied 
A0	salaire	salarial
AntiMagn	salaire	maigre
Magn	salaire	gros
Oper2	salaire	toucher 
QSyn	salaud	arsouille
Magn	sale	comme un cochon
Magn	sale	comme un peigne 
Magn	salutations	les plus sincères
Oper1	salutations	adresser 
LiquFunc0	sanctions	lever 
Magn	sanctions	lourdes
Oper2	sanctions	encourir 
Oper2	sanctions	subir 
S2	sandwich	garniture 
ContOper1	sang-froid	_faire bonne contenance_
ContOper1	sang-froid	conserver 
ContOper1	sang-froid	garder 
FinOper1	sang-froid	perdre 
Magn	sangloter	désespérément
Son	sangloter	Hé, hé !
Son	sangloter	Mmm, mmm !
Magn	sangloter	hystériquement
S0	sangloter	sanglot
Oper1	sanglots	pousser 
V0	sans faute	se faire un devoir 
Oper1	santé	être 
Magn	satire	percutante
IncepOper1	satisfaction	obtenir 
Magn	satisfaction	forte
Magn	satisfaction	grande
Oper1	satisfaction	éprouver 
Oper1	satisfaction	retirer 
Magn	satisfaire	pleinement
Magn	satisfait	amplement
Magn	satisfait	entièrement
Magn	satisfait	pleinement
Magn	satisfait	tout
Magn	satisfait	tout à fait
Mult	saucisse	chapelet 
AntiMagn	saut	petit
Magn	saut	grand
Oper1	saut	faire 
Syn	saut	bond
V0	saut	sauter
Magn	sauter	à pieds joints
Magn	sauver	de cheveux
S1	sauver	_planche de salut_
Magn	sauver, se	à toutes jambes
Magn	saveur	forte
Magn	saveur	prononcée
Anti	savoir	ignorer
Magn	savoir	pertinemment
Magn	savoir	sur le bout du doigt
Magn	savon	terrible
Oper1	savon	administrer 
Oper1	savon	passer 
Oper2	savon	prendre sur 
Oper2	savon	recevoir 
Magn	savon 	rude
Magn	savon 	sacré
Magn	scandale	à casser les vitres
Caus1Oper1	scandale	se mêler 
IncepFunc0	scandale	éclate
LiquFunc0	scandale	étouffer 
Magn	scandale	monstrueux
Magn	scandale	retentissant
Magn	scandale	grand
Oper1	scandale	faire 
Magn	scandalisé	profondément
Func0	scène	se passe
Oper1	scène	faire 
Locin	schéma	dans 
Locin	schéma	sur 
Magn	schéma	vaste
Oper1	schéma 	s’inscrire 
Labreal12	scie	scier 
IncepOper1	science	acquérir 
Oper1	score	égaler 
Oper1	score	obtenir 
Magn	scruter	à la loupe
Oper1	scrutin	tenir 
Magn	se démener	comme un beau diable
Magn	se distinguer	grandement
Magn	se fermer	comme une huître
Magn	se gratter	furieusement
QSyn	se maquiller	se bichonner
AntiBon	se poser	sur le ventre
S0	se réfugier	réfuge
Magn	se reveiller	en sursaut
AntiBon	se sentir	avoir mal au cœur
AntiBon	se sentir	la tête [...] tourne
Bon	se sentir	_à l’aise_
Bon	se sentir	_frais et dispos_
Bon	se sentir	_comme un sou neuf_
Bon	se sentir	aux anges
AntiBon	se sentir	mal
Bon	se sentir	d’attaque
Bon	se sentir	en état 
Magn	se serrer	fort
QSyn	se suicider	_sauter par la fenêtre_
QSyn	se suicider	_se brûler la cervelle_
QSyn	se suicider	_se faire sauter le caisson_
QSyn	se suicider	_se jeter par la fenêtre_
QSyn	se suicider	se jeter 
S0	se suicider	suicide
Syn	se suicider	_mettre fin à [...] jours_
Syn	se suicider	_se donner la mort_
QSyn	se voiler la face	_cacher la tête dans le sable_
LiquFunc0	séance	lever 
Sinstr	sécher 	corde à linge
Sinstr	sécher 	pince à linge
Func1	sécheresse
	touche 
S0	secouer	secousse
Oper1	secours	porter 
Oper1	secousse	donner 
V0	secousse	secouer
A2	secret	entouré 
AntiReal1	secret	dévoiler 
AntiReal1	secret	divulguer 
AntiReal1	secret	livrer 
AntiVer	secret	de polichinelle
Magn	secret	grand
Real1	secret	garder 
QSyn	secrètement	en cachette
QSyn	secrètement	en sous-main
Locin	section	à 
Oper1	sécurité	bénéficier 
Oper1	sécurité	jouir 
Real2	séduction	succomber 
Magn	séduisant	follement
AntiReal2	sein	refuser 
Real1	sein	allaiter 
Real1	sein	donner 
Real2	sein	prendre 
Syn	sein	lolo
Syn	sein	nichon
Func1	séisme	sécoue 
Oper1	séjour	faire 
Sing	sel	pincée 
Magn	sélection	rigoureuse
Magn	sélection	sévère
Oper1	sélection	effectuer
Oper1	sélection	opérer
CausOper1	sellette	mettre 
Oper1	sellette	être 
Magn	s'embrasser	à bouche que-veux-tu
Magn	s'embrasser	à pleine bouche
Magn	s'en prendre	violemment
Magn	s'enrhumer	très 
CausFunc1	sens	attacher 
CausFunc1	sens	donner 
Magn	sens	aigu
Oper1	sens	posséder 
Magn	sens d’humour	solide
Oper1	sens d’humour	avoir 
A1	sensation	à 
Func1	sensation	parcourt 
Magn	sentence	lourde
Oper1	sentence	prononcer 
Oper1	sentence	rendre 
Oper2	sentence	recevoir 
S2	sentence de mort	condamné
Func0	sentier	serpenter
Ver	sentier	battu
Ver	sentier	sinueux
Ver	sentier	tortueux
AntiMagn	sentiment	vague
CausFunc1	sentiment	inspirer 
Magn	seoir	parfaitement
CausFunc0	séparation	assure 
Func0	séparation	s’effectue
Func0	séparation	s’opère
Func0	séparation	se produit
AntiMagn	sérieusement	à la légère
Anti	sérieux	fumiste
Magn	sérieux	_comme un pape_
Anti	sérieux	_à la mords-moi le doigt_
Anti	sérieux	_à la noix (de coco)_
AntiReal1	serment	trahir
AntiReal1	serment	rompre
CausFunc1	serment	faire prêter 
Oper1	serment	faire 
V0	serment	jurer
S1	sermon	prédicateur
Magn	serré	à bloc
Magn	serrer	fort
Magn	serrés	comme des sardines
A1	service	en 
Bon	service	impeccable
Bon	service	bons et loyaux
Oper1	service	assurer 
Bon	service	attentionné
Caus1Oper1	service	entrer 
CausOper1	service	mettre 
IncepOper1	service	entrer 
Magn	service	grand
Oper1	service	fournir 
Oper1	service	rendre 
A1	servir	au service
AntiReal1	seuil	franchir 
Oper1	sévice	infliger 
Oper1	sévice	perpetrer 
Oper2	sévice	subir 
Sinstr	sexe	organe sexuel
V0	sexe	_faire criquon-criquette_
V0	sexe	_faire l’amour_
V0	sexe	baiser
S2	si	condition
Real2	siege	prendre 
ContOper1	siège	conserver 
Oper1	siège	faire 
Oper1	siège	occuper 
V0	siège	assiéger
Oper1	sieste	faire 
Oper1	signal	envoyer 
Oper1	signal	transmettre 
Oper1	signal	donner 
Sing	signalisation routière	panneau
A2	signature	signé 
Labor12	signature	revêtir 
Oper1	signature	apposer 
Oper1	signature	porter 
Oper2	signature	porter 
Oper2	signature	porter 
QSyn	signature	marque
V0	signature	signer 
Magn	signe	incontestable
Magn	signe	indiscutable
Oper1	signe	donner 
Oper1	signe	faire 
S0	signer	signature
IncepOper1	signification	acquérir 
Magn	signification	spéciale
AntiBon	silence	lourd
A1	silence	plongé 
Adv1	silence	dans 
Adv1	silence	en 
AntiBon	silence	de glace
Caus1Oper1	silence	s’enfermer 
Caus1Oper1	silence	se murer 
CausFunc0	silence	imposer 
CausOper1	silence	réduire 
ContOper1	silence	conserver 
ContOper1	silence	garder 
ContOper1	silence	se claquemurer 
ContOper1	silence	se réfugier 
ContOper1	silence	s'enfermer 
FinOper1	silence	sortir 
Func1	silence	règne 
IncepFunc0	silence	il se fait
IncepFunc0	silence	s’établit
IncepFunc0	silence	s’installe 
IncepFunc0	silence	se fait
IncepFunc0	silence	suit
IncepFunc1	silence	tombe 
IncepOper1	silence	plonger 
IncepOper1	silence	s’enfoncer 
IncepOper1	silence	s'enfoncer 
IncepOper1	silence	tomber 
Labor12	silence	passer 
LiquFunc0	silence	_déchirer l’air_
LiquFunc0	silence	déchirer 
LiquFunc0	silence	meubler 
LiquFunc0	silence	troubler 
Magn	silence	absolu
Magn	silence	profond
Magn	silence	grand
Magn	silence	intense
Magn	silence	religieux
Magn	similitude	forte
Magn	simple	comme bonjour
Magn	simplicité	enfantine
Magn	s'intéresser	infiniment
Magn	sirène	stridente
Son	sirène	déchirer l’air
Real2	site WEB	visiter 
AntiBon	situation	mouise 
AntiBon	situation	panade
AntiBon	situation	pétrin
AntiBon	situation	purée
AntiBon	situation	alarmante
AntiBon	situation	inténable
AntiBon	situation	difficile
AntiBon	situation	facheuse
AntiBon	situation	précaire
Bon	situation	reluisante
Func0	situation	se retrouve
Oper1	situation	être 
Oper1	situation	se trouver 
Oper1	situation	occuper 
QSyn	snob	chochotte
Syn	sœur	frangine
CausFunc1	soif	donner 
LiquFunc0	soif	désaltérer
LiquFunc0	soif	étancher 
Oper1	soif	avoir 
LiquFunc0	soif	assouvir 
Labreal12	soigner	guérir 
A1	soin	soigneux
Magn	soin	jaloux
Magn	soin	scrupuleux
Oper1	soin	porter 
Oper1	soin	prendre 
Func1	soins	s’adressent 
Labor12	soins	entourer 
Oper1	soins	donner 
Oper1	soins	pratiquer 
Oper1	soins	prodiguer 
Oper2	soins	recevoir 
IncepFunc0	soir	tombe
A2	solde	à 
Magn	solde	monstre
Fact0	soleil	cogne dur
Fact0	soleil	resplendit
Magn	soleil	écrasant
Magn	solidarité	profonde
Magn	solide	comme un roc
Caus1Func0	solution	parvenir 
Caus1Func0	solution	trouver 
CausFunc1	solution	apporter 
CausFunc1	solution	donner 
CausFunc1	solution	offrir 
Func2	solution	réside 
Labor12	solution	avoir 
Magn	solution	tranchée
Oper2	solution	recevoir 
AntiMagn	somme	modeste
Magn	somme	astronomique
Magn	somme	considérable
Magn	somme	coquette
Magn	somme	forte
Magn	somme	grande
Magn	somme	grosse
Magn	somme	rondelette
Oper1	somme	faire 
Oper1	somme	piquer 
Syn	somme	roupillon
AntiMagn	sommeil	de chat
AntiMagn	sommeil	léger
Bon	sommeil	paisible
FinOper1	sommeil	émerger 
FinOper1	sommeil	sortir 
IncepFunc1	sommeil	prend 
IncepOper1	sommeil	sombrer 
IncepOper1	sommeil	tomber 
IncepOper1	sommeil	trouver 
LiquFunc0	sommeil	interrompre 
Magn	sommeil	_de plomb_
Magn	sommeil	profond
Ver	sommeil	réparateur
Oper1	sondage	effectuer 
Real1	sonnette	tirer 
A1	s'opposer	à l'opposé
Syn	s'opposer	se lever 
Syn	sordide	pouilleux
Oper1	sort	subir 
